number,meal_type,meal_slot,title,energy_kcal,energy_kj,fibre_g,carbohydrates_g,starch_g,cholesterol_mg,betasitosterol_mg,campesterol_mg,stigmasterol_mg,phytosterols_mg,sugars_total_g,fructose_g,galactose_g,glucose_g,lactose_g,maltose_g,sucrose_g,water_g,protein_g,protein_adjusted_g,alanine_g,arginine_g,aspartic_acid_g,betaine_g,cystine_g,glutamic_acid_g,glycine_g,histidine_g,hydroxyproline_g,isoleucine_g,leucine_g,lysine_g,methionine_g,phenylanine_g,proline_g,serine_g,theonine_g,tryptophan_g,tyrosine_g,valine_g,calcium_mg,phosphorus_mg,potassium_mg,magnesium_mg,sodium_mg,iron_mg,copper_mg,zinc_mg,manganese_mg,selenium_ug,fluoride_mg,ash_g,vitamin_A_iu,vitamin_A_RAE_g,vitamin_A1_retinol_g,thiamin_mg,riboflavin_mg,niacin_mg,vitamin_B5_pantothenic_acid_mg,vitamin_B6_mg,vitamin B12_added_ug,vitamin_B12_ug,folate_DFE_ug,folate_food_ug,folate_total_ug,folic_acid_g,vitamin_C_total_ascorbic_acid_mg,vitiamin_D_IU,vitamin_D2D3_g,vitamin_D2_ergocalciferol_g,vitamin_E_alphatocopherol_mg,vitamin_E_added_mg,tocopherol_beta_mg,tocopherol_delta_mg,tocopherol_gamma_mg,tocotrienol_alpha_mg,tocotrienol_beta_mg,tocotrienol_delta_mg,tocotrienol_gamma_mg,vitamin_K_phylloquinone_ug,vitamin_K2_menaquinone4_g,choline_mg,carotene_alpha_g,carotene_beta_g,lutein_zeaxanthin_g,lycophene_g,fats_total_g,fats_lipid_g,fatty_acids_total_monounsaturated_g,fatty_acids_total_polyunsaturated_g,fatty_acids_total_polyunsaturated150_g,fatty_acids_total_polyunsaturated161c_g,fatty_acids_total_polyunsaturated161t_g,fatty_acids_total_polyunsaturated170_g,fatty_acids_total_polyunsaturated171_g,fatty_acids_total_polyunsaturated181c_g,fatty_acids_total_polyunsaturated182clas_g,fatty_acids_total_polyunsaturated182i_g,fatty_acids_total_polyunsaturated182n6cc_g,fatty_acids_total_polyunsaturated182tnot_g,fatty_acids_total_polyunsaturated182tt_g,fatty_acids_total_polyunsaturated183n6ccc_g,fatty_acids_total_polyunsaturated202n6cc_g,fatty_acids_total_polyunsaturated203_g,fatty_acids_total_polyunsaturated221c_g,fatty_acids_total_polyunsaturated221t_g,fatty_acids_total_polyunsaturated240_g,fatty_acids_total_polyunsaturated241c_g,fatty_acids_total_saturated_g,fatty_acids_total_saturated100_g,fatty_acids_total_saturated120n_g,fatty_acids_total_saturated140_g,fatty_acids_total_saturated141_g,fatty_acids_total_saturated160_g,fatty_acids_total_saturated161_g,fatty_acids_total_saturated180_g,fatty_acids_total_saturated181_g,fatty_acids_total_saturated182_g,fatty_acids_total_saturated183_g,fatty_acids_total_saturated184,fatty_acids_total_saturated200_g,fatty_acids_total_saturated201_g,fatty_acids_total_saturated204_g,fatty_acids_total_saturated205n3_g,fatty_acids_total_saturated220_g,fatty_acids_total_saturated221_g,fatty_acids_total_saturated225n3dpa_g,fatty_acids_total_saturated226n3dha_g,fatty_acids_total_saturated40_g,fatty_acids_total_saturated60_g,fatty_acids_total_saturated80_g,fatty_acids_total_trans_g,fatty_acids_total_transmonoenoic_g,fatty_acids_total_transpolyenoic_g,fatty_acids_total_transpolyenoic130_g,fatty_acids_total_transpolyenoic151_g,fatty_acids_total_transpolyenoic18111_g,fatty_acids_total_transpolyenoic183n3ccc_g,fatty_acids_total_transpolyenoic183i_g,fatty_acids_total_transpolyenoic203n3_g,fatty_acids_total_transpolyenoic203n6,fatty_acids_total_transpolyenoic204n6_g,fatty_acids_total_transpolyenoic215_g,fatty_acids_total_transpolyenoic224_g,alcohol_g,caffeine_mg,theobromine_mg,region,subregion,country,cooktime,preptime,ingredients,approximate_total_cost,individual_ingredient_costs,ingredients_with_quantities,cooking instructions,sports_build_muscle_score,fight_heart_disease_score,fight_diabetes_score,fight_cancer_score,lose_weight_score
6155,recipe,['main'],Spiced Beef Taco Filling,538.4307,2245.8732,0.2926,1.4139,0,249.3339,0,0,0,1.758,0.1032,0.02,0.0043,0.0088,0,0,0.0464,332.9874,104.8961,0,0.0022,0.0234,0.0079,34.4582,0.001,0.0251,0.0032,0.0019,0,0.0017,0.0026,0.0059,0.0011,0.0034,0.0083,0.0017,0.0017,0.0007,0.0016,0.002,55.1836,970.1723,1580.9975,109.4659,251.9739,9.1303,0.3245,16.4644,0.0914,95.8798,0,7.7899,13.335,0.672,0,0.2478,0.5665,30.439,3.0824,2.9644,0,5.7573,59.8065,59.8065,59.8065,0,0.3616,0,0,0,1.0355,2245.8732,0,0,0.0006,0.0005,0,0,0,4.1859,0,295.848,0,8.001,4.704,0,12.441,12.441,4.6605,0.5277,0.0499,0,0,0.1179,0,3.7152,0.0771,0,0.1859,0.0997,0,0,0,0,0,0,0,0,4.6971,0.0047,0.0047,0.2767,0.0544,2.6199,0.3195,2.6199,4.2707,0.3983,0.07,0,0.014,0.0158,0.0277,0.0091,0.0006,0,0.0181,0,0,0,0,0.5123,0.4125,0.0997,0,0,0,0.0682,0,0,0,0,0,0,0,0,0,Latin American ,Mexican ,Mexican,10 minutes,5 minutes,"['beef', 'onion powder', 'garlic salt', 'celery salt', 'cumin', 'tomato sauce']",8.646311815,"['beef', 6.537599999999999, 'onion powder', 0.019608795791314814, 'garlic salt', 0.0933252415006123, 'celery salt', 0.01755555555775, 'cumin', 0.008222222214000001, 'tomato sauce', 1.97]",,,6,0,4,4,1
6175,recipe,"['breakfast','main', 'side','lunch']",Our Refried Beans,373.428,1562.076,3.4212,14.1028,0,2.52,0.04,0,0.06,76.252,4.7397,1.2637,0,1.6916,0,0,0.833,308.9667,13.1694,0,0.049,0.1477,0.1934,0.2528,0.0168,0.3406,0.0644,0.0277,0,0.0453,0.0725,0.067,0.0132,0.051,0.0831,0.0406,0.0408,0.019,0.0264,0.0635,63.81,200.74,685.25,23.106,1725.418,2.424,0.3596,0.9518,0.8078,8.1676,0.88,5.6487,1738.2,86.822,0,0.0787,0.1981,6.4031,0.2944,0.3366,0,0.504,28.212,28.212,28.212,0,8.3698,0,0,0,6.0301,1562.076,0.0427,0,0.4082,0.1994,0,0,0.1539,28.5838,0,33.888,113.58,889.7,38.2,1.134,30.5123,30.5123,21.0739,3.8572,0,0,0,0.0067,0.0338,0.1683,0,0,0,0,0,0.0008,0,0,0,0,0,0,4.6815,0.0008,0.0044,0.0386,0,3.7479,0.4944,3.7479,20.4103,3.5681,0.2639,0,0.1148,0.11,0,0,0.0378,0,0,0,0,0.0007,0,0,0,0,0.0015,0,0,0.028,0,0,0,0,0,0,0,0,0,Latin American ,Mexican ,Mexican,15 minutes,15 minutes,"['olive oil', 'red onion', 'cilantro', 'garlic', 'chili powder', 'pinto bean', 'chicken broth']",2.631582778,"['olive oil', 0.247435, 'red onion', 0.65, 'cilantro', 0.06887, 'garlic', 0.0725, 'chili powder', 0.07277777783600001, 'pinto bean', 0.97, 'chicken broth', 0.55]",,,11,11,12,11,1
6243,recipe,['side'],Cilantro Lime Cauliflower Rice,173.9583,727.7258,3.0292,8.5014,0,0,0.16,0,0.24,0.4,0.1977,0.0559,0,0.0503,0,0,0.0219,27.7787,5.5312,0,0.2793,0.7923,0.4959,0,0.108,1.1916,0.366,0.1572,0,0.2298,0.4092,0.1713,0.1764,0.2832,0.2439,0.2913,0.2217,0.117,0.2238,0.2985,133.1462,229.8467,171.1158,31.4812,26.227,0.8987,0.5052,1.4345,0.4718,0.0771,0,1.6387,560.245,27.86,0,0.3915,0.1668,1.8712,0.2605,0.0589,0,0,35.3767,35.3767,35.3767,0,4.1272,0,0,0,0.2076,727.7258,0,0,0,0,0,0,0,24.8,0,1.2832,2.88,314.4508,69.9625,0,14.4538,14.4538,5.4604,6.316,0.0001,0,0,0,0,0.0002,0,0,0.0006,0,0,0,0,0,0,0,0,0,2.0197,0.001,0.0001,0.0361,0.0001,1.2892,0.0434,1.2892,5.3911,6.2,0.1094,0,0,0.0201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,Latin American ,Mexican ,Mexican,10 minutes,15 minutes,"['head cauliflower', 'water', 'lime', 'cilantro', 'butter']",5.443574,"['head cauliflower', 3.97, 'water', 0.0, 'lime', 0.77, 'cilantro', 0.2425, 'butter', 0.461074]",,,8,5,8,7,1
6249,recipe,"['snack','dessert']",Chocolate Cake - Mexican Style,3778.728,15804.216,10.595,421.283,0,372,0,0,0,269.438,404.4855,0,0,0.37,0,0,399.2,414.8988,20.5397,0,1.1025,1.5451,2.091,0.3,0.3864,3.1375,0.7709,0.4714,0,1.0011,1.6404,1.3212,0.4987,1.0677,0.8998,1.3464,0.8664,0.2759,0.7884,1.3422,164.722,502.006,842.852,172.313,2495.897,6.9029,1.2532,3.6027,1.9779,43.6237,1.1,7.3412,4574.856,1083.832,1026.304,0.0998,0.6305,1.5005,1.9035,0.2463,0,1.0028,74.208,74.208,74.208,0,3.5856,82,2,0,8.9012,15804.216,0.01,0.06,0.5,0.06,0,0,0.01,27.8805,0,306.798,0,688.08,511.17,0,240.87,240.87,62.6142,27.6382,0.008,0.198,0.003,0.022,0.012,3.388,0.012,0,1.531,0.012,0,0.012,0.018,0.023,0,0,0,0,137.902,5.6314,63.9212,23.1501,0.007,25.1075,0.4266,25.1075,62.1415,25.5901,1.74,0,0.003,0.027,0.188,0,0.004,0,0.007,0.058,0.004,0.3812,5.605,0.038,0.026,0.012,0,0,0,0.036,0,0.001,0.001,0,0,0.013,1.4448,49.45,442.255,Latin American ,Mexican ,Mexican,30 minutes,15 minutes,"['purpose flour', 'cocoa powder', 'white sugar', 'baking soda', 'cinnamon', 'margarine', 'vegetable oil', 'water', 'milk', 'egg', 'vanilla extract']",4.419375125,"['purpose flour', 0.2147145, 'cocoa powder', 1.2717438751875, 'white sugar', 0.6093999999999999, 'baking soda', 0.0072345, 'cinnamon', 0.04424000000000001, 'margarine', 0.5697500000000001, 'vegetable oil', 0.35079224999999997, 'water', 0.0, 'milk', 0.1625, 'egg', 0.54, 'vanilla extract', 0.649]",,,14,10,10,10,1
6267,recipe,"['snack', 'dessert', 'side']",Rice and Milk Popsicles,2150.09,8994.39,7.685,372.8267,0,24.4,0,0,0,2.4,220.16,0.037,0,0.037,12.322,0,199.748,872.7674,26.3725,0,1.3059,2.2209,2.4359,1.464,0.4245,5.5547,1.0117,0.6698,0,1.1835,2.2272,1.3639,0.6165,1.3809,1.6066,1.4406,0.998,0.316,0.9987,1.641,415.32,657.71,1170.03,168.93,161.65,12.0827,1.1536,4.5473,4.229,53.043,0,4.8986,395.28,112.24,109.8,1.2402,0.541,9.7964,3.2252,0.4704,0,1.098,766.55,65.4,477.95,412.55,6.72,4.88,0.244,0,0.7343,8994.39,0,0,0,0,0,0,0,1.157,2.44,66.022,0,17.08,0,0,66.4158,66.4158,4.796,1.4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.6196,3.3678,25.5703,10.7545,0,7.171,0.0037,7.171,4.7905,1.1893,0.2404,0,0,0,0,0,0,0,0,0,0.183,0.5094,4.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latin American ,Mexican ,Mexican,15 minutes,15 minutes,"['water', 'white rice', 'white sugar', 'milk', 'milk']",1.737625,"['water', 0.0, 'white rice', 0.782925, 'white sugar', 0.30469999999999997, 'milk', 0.325, 'milk', 0.325]",,,8,3,3,1,1
6285,recipe,"['main','side','snack']",Banana Chimichangas,3239.91,13547.51,23.13,277.783,36.315,0,0,0,0,315.1,189.2745,33.9585,0,35.1,0,0.0675,120.1485,508.9165,18.1755,0,0.8286,1.9154,1.8288,0.785,0.2768,3.4092,0.9885,0.8342,0,0.6486,1.2774,0.6801,0.4068,0.8972,0.6768,0.8526,0.6324,0.2948,0.5084,0.9143,377.05,604.1,2811.2,249.75,81.95,4.042,1.549,3.8295,2.7671,8.07,14.85,9.03,472.2,22.05,0,0.979,0.7988,8.1647,2.8161,2.6118,0,0,194.9,194.9,194.9,0,58.725,0,0,0,8.9808,13547.51,0,0.0675,0.135,0.405,0,0,0,57.221,0,69.116,168.75,175.5,148.5,0,249.0275,249.0275,35.9442,16.6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.4592,8.0728,102.4735,35.8375,0,20.9217,0.1539,20.9217,35.7387,16.1909,0.4001,0,0,0.0402,0,0,0,0,0,0,0,0.436,7.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latin American ,Mexican ,Mexican,18 minutes,2 minutes,"['butter', 'banana', 'brown sugar', 'rum', 'flour tortilla', 'vegetable oil']",4.981290321,"['butter', 0.81175, 'banana', 0.8999999999999999, 'brown sugar', 0.34526249999999997, 'rum', 1.2301933215, 'flour tortilla', 0.9925, 'vegetable oil', 0.7015844999999999]",,,8,1,3,3,1
6286,recipe,"['snack','dessert']",Mexican Cocoa Rice Pudding,2549.17,10665.693,22.1616,547.5311,0,48.8,0,0,0,4.399,226.5198,0.074,0,0.074,24.644,0,199.896,1424.8438,50.82,0,2.439,3.1147,4.6364,2.928,0.7357,9.8619,1.8831,1.231,0,2.2618,4.1497,2.6656,1.1135,2.6097,3.1175,2.6785,1.9311,0.6283,1.9725,3.1209,815.186,1166.821,1841.938,383.39,260.298,22.5716,2.668,8.9229,5.8187,81.7414,0,9.1462,2995.89,334.773,219.6,2.4071,1.2003,17.3633,5.6827,0.9642,0,2.196,1475.678,73.378,898.478,825.1,4.0492,9.76,0.488,0,2.3726,10665.693,0,0,0,0,0,0,0,7.1649,4.88,99.1335,0,1191.68,713.661,0,25.2084,25.2084,6.8361,2.2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4105,0.3676,0.3774,1.4776,0,6.3532,0.0201,6.3532,6.8121,1.7237,0.5157,0,0,0,0,0,0,0,0,0,0.366,0.366,0.366,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,98.9,884.51,Latin American ,Mexican ,Mexican,30 minutes,15 minutes,"['water', 'white rice', 'cinnamon', 'milk', 'white sugar', 'cocoa powder', 'cayenne pepper', 'vanilla extract']",5.891105945,"['water', 0.0, 'white rice', 1.56585, 'cinnamon', 0.08848000000000002, 'milk', 0.65, 'white sugar', 0.30469999999999997, 'cocoa powder', 2.543487750375, 'cayenne pepper', 0.08958819431980002, 'vanilla extract', 0.649]",,,10,6,6,4,1
6293,recipe,"['snack','dessert']",Pecan Cookies - Mexican Style,3738.2133,15643.7067,62.5973,313.536,0,0,0,0,0,0,54.6,0,0,0,0,0,0,21.68,106.1147,0,4.4688,12.6768,7.9344,0,1.728,19.0656,5.856,2.5152,0,3.6768,6.5472,2.7408,2.8224,4.5312,3.9024,4.6608,3.5472,1.872,3.5808,4.776,2110.64,4238.1067,2652.1067,667.0667,935.1733,20.5413,8.4944,29.3093,6.9936,77.896,0,29.824,3820.8533,1060.2933,1045.8933,7.8571,4.3893,51.736,3.3312,3.1419,7.0373,7.0373,1232.3733,516.5067,936.32,419.8133,0.2427,186.8533,4.6107,0,2.4024,15643.7067,0,0,0,0,0,0,0,8.9787,0,60.6667,0,7.28,288.7733,0,251.512,251.512,97.6869,107.2965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6923,0,0.017,0.5857,0,22.4556,0.7155,22.4556,96.4762,104.9996,2.1913,0,0,0.3968,0,0,0,0.0073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latin American ,Mexican ,Mexican,10 minutes,30 minutes,"['purpose flour', 'butter', 'pecan', 'confectioner sugar', 'confectioner sugar']",18.68679462,"['purpose flour', 0.429429, 'butter', 6.494, 'pecan', 11.261249991337499, 'confectioner sugar', 0.10042312500000002, 'confectioner sugar', 0.40169250000000006]",,,6,0,0,2,1
6301,recipe,"['breakfast','dessert']",Our Flan,937.16,3923.92,0,125.247,0,789.7,0,0,0,0,125.0044,0.0238,0.0238,0.4312,24.6678,0.0238,99.8238,524.0298,33.3244,0,1.5414,1.6329,3.1736,3.534,0.4545,5.7978,0.9005,0.914,0,1.7608,3.0208,2.6141,0.9135,1.7069,2.2493,2.349,1.4435,0.4224,1.5054,2.186,652.3,740.52,821.22,62.5,369.16,2.8746,0.2272,3.8876,0.0702,68.396,1.1,4.921,1820.84,514.02,505.74,0.3243,1.4802,0.5175,4.3698,0.4647,0,3.749,121.04,121.04,121.04,0,0,165.88,4.324,0,2.2688,3923.92,0.027,0.0804,0.9522,0.0702,0,0,0.01,2.002,4.88,642.452,12.92,64.08,874.96,0,34.4912,34.4912,11.6115,4.292,0.0124,0.198,0.003,0.0393,0.012,3.388,0.012,0,1.531,0.012,0,0.012,0.018,0.023,0,0,0.0031,0,15.4745,0.3751,0.3789,1.5178,0.0152,8.6089,0.5131,8.6089,11.0119,3.3435,0.449,0,0.0139,0.0562,0.3369,0.0037,0.0169,0.0031,0.007,0.0968,0.37,0.366,0.3731,0.038,0.026,0.012,0,0,0,0.036,0,0.001,0.001,0,0,0.013,0,0,0,Latin American ,Mexican ,Mexican,60 minutes,10 minutes,"['white sugar', 'milk', 'egg', 'egg yolk', 'white sugar']",1.9966125,"['white sugar', 0.15234999999999999, 'milk', 0.65, 'egg', 0.54, 'egg yolk', 0.54, 'white sugar', 0.1142625]",,,7,-1,3,2,1
6309,recipe,"['snack','dessert']",Mexican Pig-Shaped Cookies,2602.204,10887.6225,0,525.6604,0,192.1,0,0,0,102.5,522.6739,46.1548,0,44.0679,3.0805,0,359.118,172.5475,8.5353,0,0.4328,0.4649,0.8292,0.791,0.1476,1.2684,0.2538,0.2125,0,0.4349,0.7254,0.617,0.2406,0.4394,0.4457,0.6014,0.3597,0.1079,0.3465,0.5547,1016.723,266.088,5458.274,853.146,2187.327,18.7598,1.8261,1.9374,5.363,80.9068,0.55,15.8597,368.82,108.06,107.45,0.187,0.3443,3.5552,4.0687,2.4793,0,0.7195,29.3,29.3,29.3,0,0,42.22,1.061,0,3.7093,10887.6225,0.2305,7.902,16.8037,0.03,0,0,0.005,22.3705,0.61,206.8715,0,4.27,251.5,0,58.3405,58.3405,25.2389,14.6195,0.004,0.099,0.0015,0.011,0.006,1.694,0.006,0,0.7655,0.006,0,0.006,0.009,0.0115,0,0,0,0,15.5744,0.0488,0.047,0.4027,0.0035,8.9084,0.1005,8.9084,25.1153,13.5756,0.8899,0,0.0015,0.0135,0.094,0,0.002,0,0.0035,0.029,0.0478,0.0458,0.0478,0.019,0.013,0.006,0,0,0,0.018,0,0.0005,0.0005,0,0,0.0065,2.1672,0,0,Latin American ,Mexican ,Mexican,15 minutes,20 minutes,"['brown sugar', 'shortening', 'egg', 'milk', 'vanilla extract', 'baking soda', 'cinnamon', 'molasses', 'purpose flour', 'egg']",4.92310525,"['brown sugar', 0.8631562500000001, 'shortening', 0.32784375, 'egg', 0.27, 'milk', 0.08125, 'vanilla extract', 0.9734999999999999, 'baking soda', 0.010851749999999999, 'cinnamon', 0.06636000000000002, 'molasses', 1.4159999999999997, 'purpose flour', 0.6441435, 'egg', 0.27]",,,13,4,7,10,1
6311,recipe,"['snack','dessert']",Cinnamon Cookies,1380.096,5774.61,22.32,63.3873,0,0,0,0,0,0,0.5313,0,0,0,0,0,0,9.4084,42.7465,0,2.2344,6.3384,3.9672,0,0.864,9.5328,2.928,1.2576,0,1.8384,3.2736,1.3704,1.4112,2.2656,1.9512,2.3304,1.7736,0.936,1.7904,2.388,1008.462,1805.052,999.816,230.904,177.978,6.029,3.8862,11.1406,3.5065,0,0,12.0109,160.8,7.2,0,3.0797,1.228,14.2378,1.6671,0.3587,0,0,235.2,235.2,235.2,0,0,0,0,0,0,5774.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.2025,115.2025,43.5052,50.4938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1332,0,0,0.288,0,10.301,0.3456,10.301,42.9531,49.5697,0.8712,0,0,0.1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4448,0,0,Latin American ,Mexican ,Mexican,20 minutes,20 minutes,"['butter', 'confectioner sugar', 'cinnamon', 'salt', 'vanilla extract', 'purpose flour', 'confectioner sugar', 'cinnamon']",4.727347668,"['butter', 3.247, 'confectioner sugar', 0.20084625000000003, 'cinnamon', 0.022120000000000004, 'salt', 0.001413043477625, 'vanilla extract', 0.649, 'purpose flour', 0.161035875, 'confectioner sugar', 0.40169250000000006, 'cinnamon', 0.04424000000000001]",,,8,0,2,4,1
6318,recipe,"['breakfast','snack']",Mexican Mangos,131.625,548.4525,5.5612,31.8498,0,0,0,0,0,6.64,24.2671,8.5684,0,3.9406,0,0,11.758,240.039,2.5899,0,0.1713,0.0904,0.2474,0.216,0.0144,0.2856,0.1041,0.0457,0,0.0791,0.1329,0.1377,0.0236,0.0742,0.1479,0.0762,0.0728,0.027,0.0416,0.1125,53.22,50.76,480.3225,32.35,232.6525,1.6846,0.2746,0.5154,0.2455,2.6678,0,1.6764,4160.045,207.74,0,0.0772,0.1448,2.0734,0.4559,0.3848,0,0,82.34,82.34,82.34,0,77.8212,0,0,0,4.6048,548.4525,0.0357,0,0.2893,0.2975,0.0165,0,0.228,15.386,0,20.1932,182.05,2256.4575,69.6125,6.63,1.8792,1.8792,0.4906,0.7672,0.0005,0,0,0.0011,0,0.2511,0,0,0.0055,0,0,0.0011,0,0,0,0,0,0,0.3671,0.0102,0.0086,0.0374,0.0009,0.2538,0.1172,0.2538,0.3749,0.6346,0.1308,0,0.0044,0.0011,0,0,0.0044,0,0,0,0,0.001,0,0,0,0,0.0022,0,0,0.0456,0,0,0,0,0,0,0,0,0,Latin American ,Mexican ,Mexican,10 minutes,5 minutes,"['water', 'chili powder', 'salt', 'lemon juice', 'mango']",1.21135599,"['water', 0.0, 'chili powder', 0.1291805556589, 'salt', 0.000350434782451, 'lemon juice', 0.11182500000000001, 'mango', 0.97]",,,7,5,7,7,1
6319,recipe,"['snack', 'side']",Our Sopapillas,457.484,1914.312,0.0184,2.5484,0,0,0,0,0,102.4,0,0,0,0,0,0,0,355.8889,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.142,201.572,1.84,9.594,982.31,1.0138,0.0258,0.0009,0.001,0.0184,0,6.4404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1386,1914.312,0.2253,7.8643,16.5376,0,0,0,0,22.016,0,0.1024,0,0,0,0,51.2,51.2,22.784,13.3632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0.2048,0,7.2192,0,7.2192,22.784,12.544,0.8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latin American ,Mexican ,Mexican,15 minutes,30 minutes,"['purpose flour', 'baking powder', 'salt', 'shortening', 'water', 'oil']",6.23568717,"['purpose flour', 0.429429, 'baking powder', 0.118584, 'salt', 0.0056521739105, 'shortening', 0.3724305, 'water', 0.0, 'oil', 5.3095914959999995]",,,7,3,4,6,1
6339,recipe,['main'],Mexican Tomato Rice,234.464,981.104,0,,0,0,0,0,0,25.84,0,0,0,0,0,0,0,592.3815,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.25,0,0,11.85,11.85,0,0.0415,0,0,0,0,0.4148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0363,981.104,0,0,0,0,0,0,0,6.7184,0,0.0544,0,0,0,0,27.2,27.2,3.1008,0.4352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.168,1.0064,12.784,4.4608,0,2.2032,0,2.2032,3.1008,0.4352,0,0,0,0,0,0,0,0,0,0,0,0.0544,0.8976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latin American ,Mexican ,Mexican,25 minutes,5 minutes,"['vegetable oil', 'grain rice', 'water', 'onion powder', 'garlic powder']",0.504632221,"['vegetable oil', 0.09962499899999999, 'grain rice', 0.309, 'water', 0.0, 'onion powder', 0.014432073702407705, 'garlic powder', 0.08157514788]",,,7,5,5,6,1
6354,recipe,['main'],Spicy Spanish American Rice,1218.614,5094.5993,6.905,26.7295,0,281.2276,0,0,0,24,6.784,2.064,0,3.152,0,0,1.584,448.4229,97.8622,0,0.4526,1.3548,0.8894,36.4474,0.1684,2.2002,0.589,0.2582,0,0.3671,0.6538,0.3194,0.2678,0.4648,0.385,0.4706,0.3662,0.1979,0.3581,0.4814,280.2311,1178.5876,1730.7835,145.3827,348.1432,10.492,1.0763,22.9985,0.9074,65.2102,1.76,10.5664,33.35,1.35,0,0.8733,0.9712,24.7059,3.1218,1.8693,0,8.9358,101.7156,101.7156,101.7156,0,11.84,0,0,0,1.6196,5094.5993,0,0,0,0.064,0,0,0,5.6295,0,315.4816,0,1.6,6.4,0,79.5024,79.5024,29.9505,11.9079,0.3538,0,0,0.6668,0,17.0007,0.4944,0,0.821,0.6169,0,0,0.0045,0.0045,0,0,0,0,27.2913,0.0227,0.0408,1.6253,0.3357,14.446,1.6388,14.446,27.8648,11.2474,0.4919,0.0091,0.0862,0.0982,0.0544,0.0045,0.0136,0,0.0726,0,0,0,0.0045,3.4065,2.7896,0.6169,0,0.0091,0,0.3221,0,0,0,0,0,0,0,0,0,Latin American ,Mexican ,Mexican,35 minutes,15 minutes,"['butter', 'grain rice', 'green bell pepper', 'onion', 'beef', 'tomato sauce']",13.338211,"['butter', 0.6916109999999999, 'grain rice', 0.309, 'green bell pepper', 1.56, 'onion', 0.3, 'beef', 6.537599999999999, 'tomato sauce', 3.94]",,,9,4,6,7,1
6369,recipe,"['snack','side','dessert']",Our Other Sopapillas,623.056,2605.792,0.0368,105.0768,0,0,0,0,0,51.2,99.8,0,0,0,0,0,99.8,237.8926,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105.884,403.144,5.68,9.708,1956.14,2.0777,0.0254,0.0118,0.006,0.6368,0,12.5591,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5693,2605.792,0.1126,3.9322,8.2688,0,0,0,0,11.008,0,0.0512,0,0,0,0,25.6,25.6,11.392,6.6816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0.1024,0,3.6096,0,3.6096,11.392,6.272,0.4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latin American ,Mexican ,Mexican,20 minutes,15 minutes,"['shortening', 'purpose flour', 'baking powder', 'salt', 'shortening', 'water', 'cinnamon', 'white sugar']",11.5959466,"['shortening', 10.491, 'purpose flour', 0.429429, 'baking powder', 0.237168, 'salt', 0.011304347821, 'shortening', 0.18621525, 'water', 0.0, 'cinnamon', 0.08848000000000002, 'white sugar', 0.15234999999999999]",,,9,0,4,6,1
