number,meal_type,meal_slot,title,energy_kcal,energy_kj,fibre_g,carbohydrates_g,starch_g,cholesterol_mg,betasitosterol_mg,campesterol_mg,stigmasterol_mg,phytosterols_mg,sugars_total_g,fructose_g,galactose_g,glucose_g,lactose_g,maltose_g,sucrose_g,water_g,protein_g,protein_adjusted_g,alanine_g,arginine_g,aspartic_acid_g,betaine_g,cystine_g,glutamic_acid_g,glycine_g,histidine_g,hydroxyproline_g,isoleucine_g,leucine_g,lysine_g,methionine_g,phenylanine_g,proline_g,serine_g,theonine_g,tryptophan_g,tyrosine_g,valine_g,calcium_mg,phosphorus_mg,potassium_mg,magnesium_mg,sodium_mg,iron_mg,copper_mg,zinc_mg,manganese_mg,selenium_ug,fluoride_mg,ash_g,vitamin_A_iu,vitamin_A_RAE_g,vitamin_A1_retinol_g,thiamin_mg,riboflavin_mg,niacin_mg,vitamin_B5_pantothenic_acid_mg,vitamin_B6_mg,vitamin B12_added_ug,vitamin_B12_ug,folate_DFE_ug,folate_food_ug,folate_total_ug,folic_acid_g,vitamin_C_total_ascorbic_acid_mg,vitiamin_D_IU,vitamin_D2D3_g,vitamin_D2_ergocalciferol_g,vitamin_E_alphatocopherol_mg,vitamin_E_added_mg,tocopherol_beta_mg,tocopherol_delta_mg,tocopherol_gamma_mg,tocotrienol_alpha_mg,tocotrienol_beta_mg,tocotrienol_delta_mg,tocotrienol_gamma_mg,vitamin_K_phylloquinone_ug,vitamin_K2_menaquinone4_g,choline_mg,carotene_alpha_g,carotene_beta_g,lutein_zeaxanthin_g,lycophene_g,fats_total_g,fats_lipid_g,fatty_acids_total_monounsaturated_g,fatty_acids_total_polyunsaturated_g,fatty_acids_total_polyunsaturated150_g,fatty_acids_total_polyunsaturated161c_g,fatty_acids_total_polyunsaturated161t_g,fatty_acids_total_polyunsaturated170_g,fatty_acids_total_polyunsaturated171_g,fatty_acids_total_polyunsaturated181c_g,fatty_acids_total_polyunsaturated182clas_g,fatty_acids_total_polyunsaturated182i_g,fatty_acids_total_polyunsaturated182n6cc_g,fatty_acids_total_polyunsaturated182tnot_g,fatty_acids_total_polyunsaturated182tt_g,fatty_acids_total_polyunsaturated183n6ccc_g,fatty_acids_total_polyunsaturated202n6cc_g,fatty_acids_total_polyunsaturated203_g,fatty_acids_total_polyunsaturated221c_g,fatty_acids_total_polyunsaturated221t_g,fatty_acids_total_polyunsaturated240_g,fatty_acids_total_polyunsaturated241c_g,fatty_acids_total_saturated_g,fatty_acids_total_saturated100_g,fatty_acids_total_saturated120n_g,fatty_acids_total_saturated140_g,fatty_acids_total_saturated141_g,fatty_acids_total_saturated160_g,fatty_acids_total_saturated161_g,fatty_acids_total_saturated180_g,fatty_acids_total_saturated181_g,fatty_acids_total_saturated182_g,fatty_acids_total_saturated183_g,fatty_acids_total_saturated184,fatty_acids_total_saturated200_g,fatty_acids_total_saturated201_g,fatty_acids_total_saturated204_g,fatty_acids_total_saturated205n3_g,fatty_acids_total_saturated220_g,fatty_acids_total_saturated221_g,fatty_acids_total_saturated225n3dpa_g,fatty_acids_total_saturated226n3dha_g,fatty_acids_total_saturated40_g,fatty_acids_total_saturated60_g,fatty_acids_total_saturated80_g,fatty_acids_total_trans_g,fatty_acids_total_transmonoenoic_g,fatty_acids_total_transpolyenoic_g,fatty_acids_total_transpolyenoic130_g,fatty_acids_total_transpolyenoic151_g,fatty_acids_total_transpolyenoic18111_g,fatty_acids_total_transpolyenoic183n3ccc_g,fatty_acids_total_transpolyenoic183i_g,fatty_acids_total_transpolyenoic203n3_g,fatty_acids_total_transpolyenoic203n6,fatty_acids_total_transpolyenoic204n6_g,fatty_acids_total_transpolyenoic215_g,fatty_acids_total_transpolyenoic224_g,alcohol_g,caffeine_mg,theobromine_mg,region,subregion,country,cooktime,preptime,ingredients,approximate_total_cost,individual_ingredient_costs,ingredients_with_quantities,cooking instructions,sports_build_muscle_score,fight_heart_disease_score,fight_diabetes_score,fight_cancer_score,lose_weight_score
3008,recipe,['side'],Vegetable Oil Dough Strands,469.79,1965.815,0,,0,0,0,0,0,51.775,0,0,0,0,0,0,0,592.3815,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.25,0,0,11.85,11.85,0,0.0415,0,0,0,0,0.4148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0764,1965.815,0,0,0,0,0,0,0,13.4615,0,0.109,0,0,0,0,54.5,54.5,6.213,0.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4175,2.0165,25.615,8.938,0,4.4145,0,4.4145,6.213,0.872,0,0,0,0,0,0,0,0,0,0,0,0.109,1.7985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asian ,Chinese and Mongolian ,Chinese,10 minutes,60 minutes,"['purpose flour', 'water', 'vegetable oil']",1.034254125,"['purpose flour', 0.858858, 'water', 0.0, 'vegetable oil', 0.17539612499999999]",,,4,3,1,3,1
3019,recipe,"['breakfast', 'lunch', 'side']",Sweet Yeasted Bread Buns,168.005,703.114,1.1746,8.5119,0,0,0,0,0,12.92,4.4796,0,0,0,0,0.288,4.1916,66.716,4.2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.175,69.113,378.544,34.206,853.427,0.9828,0.0487,0.7548,0.0475,4.9978,0,4.0918,0,0,0,4.2075,3.1508,22.95,0.828,0,0,0.09,1058.58,142.74,681.48,538.74,0,0,0,0,0.5182,703.114,0,0,0,0,0,0,0,3.3592,0,11.7452,0,0,0,0,13.762,13.762,1.5504,0.2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.084,0.5032,6.392,2.2304,0,1.1016,0,1.1016,1.5504,0.2176,0,0,0,0,0,0,0,0,0,0,0,0.0272,0.4488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asian ,Chinese and Mongolian ,Chinese,30 minutes,30 minutes,"['yeast', 'white sugar', 'purpose flour', 'water', 'water', 'purpose flour', 'salt', 'white sugar', 'vegetable oil', 'baking powder']",1.01452938,"['yeast', 0.69642125, 'white sugar', 0.006094, 'purpose flour', 0.0268393125, 'water', 0.0, 'water', 0.0, 'purpose flour', 0.161035875, 'salt', 0.001413043477625, 'white sugar', 0.0432674, 'vegetable oil', 0.049812499499999996, 'baking powder', 0.029646]",,,12,4,2,8,1
3033,recipe,"['breakfast', 'lunch', 'side']",Classic Chinese Steamed Buns,82.062,343.368,1.17,16.2731,0,0,0,0,0,0,12.8628,0,0,0,0,0.288,12.5748,244.3217,4.2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.886,18.72,378.252,37.14,1242.546,0.7335,0.0616,0.7555,0.0475,5.0482,0,3.5179,0,0,0,4.2075,3.1524,22.95,0.828,0,0,0.09,1058.58,142.74,681.48,538.74,0,0,0,0,0,343.368,0,0,0,0,0,0,0,0,0,11.718,0,0,0,0,0.162,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asian ,Chinese and Mongolian ,Chinese,20 minutes,35 minutes,"['yeast', 'water', 'purpose flour', 'white sugar', 'baking soda']",0.933035,"['yeast', 0.69642125, 'water', 0.0, 'purpose flour', 0.2147145, 'white sugar', 0.018282, 'baking soda', 0.00361725]",,,6,3,1,5,1
3034,recipe,"['breakfast', 'lunch', 'side']",Sesame Sweet Bread Dough,3422.312,14318.502,14.787,514.8127,0,396.4,0,0,0,77.52,114.4788,0,0,0.37,12.322,0.288,99.8,381.805,91.0853,0,3.0484,3.4513,4.7227,1.764,1.8105,26.6041,2.8911,1.9589,0,3.5401,6.4212,2.8507,1.7627,4.3636,9.0327,4.6615,2.6736,1.0458,2.7217,4.1613,448.9675,990.84,1408.78,210.7975,871.1775,7.6579,1.2631,7.847,4.5018,262.852,1.1,8.0393,949.59,272.39,269.8,4.8622,4.3927,29.0184,5.706,0.468,0,2.078,1303.52,387.68,926.42,538.74,0,86.88,2.244,0,6.5218,14318.502,0.01,0.06,0.5,0.06,0,0,0.01,22.8312,2.44,397.5652,0,22.56,935.92,0,110.7476,110.7476,16.6152,8.7284,0.008,0.198,0.003,0.022,0.012,3.388,0.012,0,1.531,0.012,0,0.012,0.018,0.023,0,0,0,0,75.8538,3.2082,38.5399,14.1516,0.007,12.2726,0.2356,12.2726,16.3294,7.9399,0.4848,0,0.003,0.0304,0.188,0,0.004,0,0.007,0.058,0.187,0.3462,2.8798,0.038,0.026,0.012,0,0,0,0.036,0,0.001,0.001,0,0,0.013,0,0,0,Asian ,Chinese and Mongolian ,Chinese,20 minutes,30 minutes,"['white sugar', 'milk', 'yeast', 'bread flour', 'egg', 'vegetable oil', 'salt', 'water', 'sesame seed']",6.593052482,"['white sugar', 0.15234999999999999, 'milk', 0.325, 'yeast', 0.69642125, 'bread flour', 4.5283018872, 'egg', 0.54, 'vegetable oil', 0.298874997, 'salt', 0.011304347821, 'water', 0.0, 'sesame seed', 0.040799999999999996]",,,13,5,7,9,1
3035,recipe,"['snack', 'drink', 'side']",Creamy Sweet Custard Pudding,627.126,2628.084,0,73.2638,0,73.2,0,0,0,0,75.159,0.0462,0.0462,0.2244,37.0122,0.0462,37.7706,702.9154,30.252,0,1.2478,1.0865,2.7816,4.59,0.3285,6.2056,0.7264,0.8868,0,1.6295,2.8593,2.4645,0.8709,1.646,2.5636,1.9175,1.2772,0.3753,1.4655,2.0418,832.158,624.78,1074.576,80.46,424.698,0.2913,0.2008,2.732,0.0381,40.5108,0,5.324,1185.84,336.72,329.4,0.3393,1.534,0.7208,2.8558,0.2668,0,3.3534,39.24,39.24,39.24,0,0,14.64,0.732,0,0.5124,2628.084,0,0,0,0,0,0,0,2.196,7.32,105.402,0,51.24,0,0,24.0486,24.0486,5.9438,1.4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6518,0.549,0.5636,2.174,0,6.0683,0,6.0683,5.9438,0.8784,0.549,0,0,0,0,0,0,0,0,0,0.549,0.549,0.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asian ,Chinese and Mongolian ,Chinese,20 minutes,5 minutes,"['milk', 'egg white', 'white sugar']",1.5799011,"['milk', 0.975, 'egg white', 0.54, 'white sugar', 0.0649011]",,,5,2,2,1,1
3078,recipe,"['breakfast', 'lunch', 'side']",Chinese Breakfast Roll,239.6575,1002.4175,1.2585,11.0328,6.4155,204.48,0,0,0,0,2.3712,0.4733,0,0.6336,0,0,1.2662,90.6436,11.3633,0,0.6732,0.6908,1.0851,1.186,0.1955,1.629,0.4218,0.3326,0.0123,0.5434,0.9932,0.8906,0.3165,0.5459,0.5592,0.7043,0.4718,0.1371,0.4389,0.6679,36.5625,178.7475,271.23,20.8725,385.75,1.2029,0.0787,1.1946,0.0828,21.14,0.55,1.811,445.825,91.45,83.08,0.1325,0.2746,2.0898,1.1822,0.2328,0,0.585,24.22,37.615,37.615,0,0.342,45.48,1.112,0,0.9111,1002.4175,0.2932,0.0328,0.4572,0.0384,0.0848,0.0036,0.019,1.065,0,173.2688,7.05,70.4775,572.6875,1091.34,16.3994,16.3994,6.8163,2.9398,0.009,0.342,0.0032,0.0418,0.0348,6.1816,0.0194,0,2.3383,0.0158,0,0.0077,0.0779,0.0311,0.0017,0,0.0006,0,5.3426,0.003,0,0.1559,0.0055,3.5647,0.3452,3.5647,6.3231,2.5451,0.0968,0,0.0236,0.1059,0.1273,0.0011,0.0056,0.0017,0.0097,0.0304,0.002,0,0.002,0.0562,0.0404,0.0158,0,0,0,0.0835,0,0.0095,0.0095,0,0,0.0188,0,0,0,Asian ,Chinese and Mongolian ,Chinese,5 minutes,2 minutes,"['bacon', 'egg', 'corn tortilla', 'corn kernel', 'salsa']",1.38845325,"['bacon', 0.33133333498999995, 'egg', 0.27, 'corn tortilla', 0.49625, 'corn kernel', 0.19856991522499998, 'salsa', 0.0923]",,,8,3,6,5,1
3149,recipe,['main'],Garlic and Soy Beef Stir-Fry with Cabbage,734.294,3071.4353,1.1139,9.4495,0,140.6138,0,0,0,27.956,0.2627,0.0053,0.0034,0.1015,0,0,0.0325,301.0309,47.6578,0,0.1246,0.2317,0.3218,27.8844,0.049,0.6358,0.1293,0.0732,0,0.1365,0.2331,0.1605,0.0425,0.1456,0.2029,0.1567,0.1113,0.0399,0.0992,0.1541,81.5879,472.3545,873.4088,76.1543,1917.0916,5.417,0.2328,10.7658,0.8438,34.2565,0.7866,9.1141,13.661,0.621,0,0.1482,0.4194,11.7401,1.505,1.0074,0,4.4679,18.8388,18.8388,18.8388,0,3.744,0,0,0,1.8636,3071.4353,0,0,0.1509,0.0195,0,0,0,13.1823,0,161.8258,0.276,7.73,12.362,0.46,56.3899,56.3899,14.0339,1.7796,0.1769,0,0,0.3334,0,8.5152,0.2472,0,0.4105,0.3084,0,0,0.0023,0.0058,0,0,0,0,34.3339,1.0187,12.8065,5.2439,0.1682,8.4748,0.7888,8.4748,13.0381,1.5205,0.1762,0.0045,0.0431,0.034,0.0272,0.0023,0.0068,0,0.0363,0,0,0.0547,0.9022,1.7032,1.3948,0.3084,0,0.0045,0,0.1645,0,0,0,0,0,0,0,0,0,Asian ,Chinese and Mongolian ,Chinese,5 minutes,15 minutes,"['vegetable oil', 'garlic', 'beef', 'head cabbage', 'red bell pepper', 'soy sauce', 'cornstarch', 'water', 'black pepper']",8.769663858,"['vegetable oil', 0.09962499899999999, 'garlic', 0.145, 'beef', 3.2687999999999997, 'head cabbage', 3.315, 'red bell pepper', 1.56, 'soy sauce', 0.2949458215, 'cornstarch', 0.02507081538, 'water', 0.0, 'black pepper', 0.061222222248]",,,13,9,10,9,1
3154,recipe,['main'],Tropical Ham and Pineapple Fried Rice,1472.4121,6159.4488,12.5174,263.4284,0,186,0,0,0,236.064,101.0665,4.5574,0,3.9075,0,0,13.1592,1102.4734,29.9484,0,1.4209,1.9881,2.7201,19.2421,0.5082,4.8615,1.116,0.6217,0,1.2411,2.1714,1.3826,0.6101,1.3661,1.2898,1.5912,1.0247,0.3318,0.9486,1.6484,317.6565,520.0167,1382.6683,193.7501,3633.8898,13.6133,0.992,4.2396,7.0831,45.8623,0.55,13.9128,9432.8249,539.8063,80,1.6183,0.6352,11.3063,3.8903,1.0509,0,0.445,874.1083,172.9583,585.5083,412.55,87.5979,41,1,0,1.8316,6159.4488,0.005,0.03,0.25,0.03,0,0,0.005,351.7806,0,206.0803,21.56,5486.8169,2441.64,0,35.0425,35.0425,13.1772,13.1117,0.0083,0.1033,0.0015,0.0131,0.006,1.7339,0.006,0,0.8571,0.006,0,0.006,0.0093,0.0115,0,0,0.0043,0.0001,6.0464,0.0286,0.0064,0.0379,0.0078,3.9994,0.1666,3.9994,12.9123,12.6345,0.2879,0,0.0058,0.0679,0.094,0,0.0067,0,0.0035,0.029,0.002,0,0.002,0.019,0.013,0.006,0,0,0,0.0629,0,0.0005,0.0005,0,0,0.0065,0,0,0,Asian ,Chinese and Mongolian ,Chinese,30 minutes,15 minutes,"['white rice', 'water', 'sesame oil', 'green onion', 'ham', 'pea', 'pineapple chunk', 'egg', 'white sugar', 'salt', 'white pepper', 'garlic powder', 'soy sauce']",6.122866025,"['white rice', 0.782925, 'water', 0.0, 'sesame oil', 0.47625841500000005, 'green onion', 0.5820000000000001, 'ham', 1.247321375, 'pea', 0.23725, 'pineapple chunk', 1.67, 'egg', 0.27, 'white sugar', 0.0216337, 'salt', 0.0056521739105, 'white pepper', 0.19971874985475002, 'garlic powder', 0.11083579875, 'soy sauce', 0.5192708125]",,,18,9,11,9,1
3165,recipe,['main'],Sweet and Savory Beef Stir-Fry,1219.5885,5087.7734,8.7553,75.4424,0,249.3339,0,0,0,94.1844,43.9558,8.1848,0,8.9279,0,0,26.7974,945.1906,115.5248,0,0.3449,0.5577,1.2124,54.0577,0.1229,3.3551,0.316,0.1974,0,0.3076,0.5005,0.4275,0.0929,0.3881,0.4047,0.3995,0.3288,0.1107,0.2423,0.3286,144.0473,1222.9402,3125.3106,217.4973,3781.6822,10.9472,0.6738,17.967,1.4173,97.3786,12.0359,20.1763,3724.8492,187.6462,0,0.4958,0.8005,34.634,3.8593,3.5966,0,5.7573,165.385,165.385,165.385,0,73.0984,0,0,0,4.999,5087.7734,0.0447,0,0.5361,0.1087,0,0,0,50.094,0,346.9145,451.2444,2007.627,555.9352,11495.5622,54.4272,54.4272,9.3814,1.7136,0.0499,0,0,0.1179,0,3.7128,0.0771,0,0.1859,0.0997,0,0,0,0,0,0,0,0,38.1726,1.5141,19.1809,6.9743,0.0544,6.0949,0.322,6.0949,8.9861,1.5481,0.1066,0,0.0136,0.0137,0.0272,0.0091,0,0,0.0181,0,0,0.0816,1.3465,0.5123,0.4125,0.0997,0,0,0,0.068,0,0,0,0,0,0,0,0,0,Asian ,Chinese and Mongolian ,Chinese,15 minutes,15 minutes,"['beef', 'soy sauce', 'white sugar', 'cornstarch', 'ginger', 'vegetable oil', 'red onion', 'green bell pepper', 'tomato']",12.702966,"['beef', 6.537599999999999, 'soy sauce', 0.5192708125, 'white sugar', 0.0432674, 'cornstarch', 0.178002789198, 'ginger', 0.035387499525, 'vegetable oil', 0.1494374985, 'red onion', 1.3, 'green bell pepper', 1.56, 'tomato', 2.38]",,,13,9,9,9,1
3287,recipe,['main'],Seafood Rice Medley,701.9272,2931.6709,7.791,42.445,0,233.6001,0.02,0,0.03,71.81,24.2274,7.3536,0,8.0122,0,0,8.8062,843.0705,32.0885,0,1.5997,2.507,3.0518,0.37,0.3829,5.0125,1.5391,0.6171,0,1.3911,2.2713,2.3707,0.7849,1.2876,0.9748,1.3648,1.1781,0.4092,0.9778,1.4772,290.1165,478.5006,1001.4965,126.4435,1067.5918,3.2659,1.2844,8.2983,0.8121,60.0932,2.97,4.7978,8889.8901,517.3034,87.9334,0.2525,0.4047,2.3164,1.787,0.8191,0,10.645,179.9568,179.9568,179.9568,0,55.8334,41,1,0,2.603,2931.6709,0.005,0.03,0.25,0.118,0,0,0.005,347.2796,0,171.7766,0.36,5153.95,2097.93,0,47.5063,47.5063,6.6502,1.9521,0.0083,0.1033,0.0015,0.0131,0.006,1.7323,0.006,0,0.8571,0.006,0,0.006,0.009,0.0115,0,0,0.0043,0,35.2028,1.5384,19.1824,6.7293,0.0078,4.5988,0.1048,4.5988,6.4273,1.5715,0.0793,0,0.0058,0.0135,0.094,0,0.0063,0,0.0035,0.029,0.002,0.0816,1.3484,0.019,0.013,0.006,0,0,0,0.0627,0,0.0005,0.0005,0,0,0.0065,0,0,0,Asian ,Thai ,Thai,40 minutes,15 minutes,"['grain white rice', 'water', 'vegetable oil', 'onion', 'garlic', 'white sugar', 'salt', 'egg', 'crabmeat', 'green onion', 'cilantro', 'cucumber', 'lime']",8.670162696,"['grain white rice', 0.20579400000000003, 'water', 0.0, 'vegetable oil', 0.1494374985, 'onion', 0.6, 'garlic', 0.10874999999999999, 'white sugar', 0.01081685, 'salt', 0.011304347821, 'egg', 0.27, 'crabmeat', 5.192625, 'green onion', 0.5820000000000001, 'cilantro', 0.034435, 'cucumber', 0.735, 'lime', 0.77]",,,21,13,18,15,1
3345,recipe,['main'],Garlic-Ginger Lime Glazed Chicken,159.1845,665.548,0.939,34.227,0,0,0,0,0,1.8,20.0194,0,0,0.1912,0,0,12.6386,232.5721,5.98,0,0.203,0.3575,0.5274,18.9975,0.082,1.0984,0.2125,0.1247,0,0.2283,0.3789,0.2743,0.0702,0.2469,0.3282,0.2699,0.1912,0.0685,0.1653,0.2467,124.786,164.925,913.4545,65.8925,4181.1235,4.7995,0.2281,0.8317,0.8275,2.1002,0,11.3831,55.1225,3.4375,0.6875,0.0901,0.211,2.0342,0.2673,0.2248,0,0,16.015,16.015,16.015,0,12.3455,0,0,0,0.0934,665.548,0,0,0,0,0,0,0,0.8525,0,19.0664,0.6875,30.0125,34.44,0,0.4984,0.4984,0.0756,0.2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789,0.0002,0.0047,0.0022,0,0.0592,0.0025,0.0592,0.0663,0.1842,0.0244,0,0,0.0008,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asian ,Thai ,Thai,16 minutes,20 minutes,"['garlic', 'ginger root', 'lime', 'red pepper flake', 'water', 'soy sauce', 'worcestershire sauce', 'white sugar', 'chicken breast half']",12.24585492,"['garlic', 0.10874999999999999, 'ginger root', 0.502502493255, 'lime', 0.77, 'red pepper flake', 0.017447916649218752, 'water', 0.0, 'soy sauce', 0.5192708125, 'worcestershire sauce', 1.30625, 'white sugar', 0.0216337, 'chicken breast half', 9.0]",,,14,11,11,11,1
3378,recipe,['main'],Spicy Asian Fusion Peanut Sauce,2492.5185,10426.892,31.585,102.7082,19.0791,0,297.99,58.05,42.57,118.54,46.5819,0.1845,0,16.6569,0,0,28.9833,83.5563,98.1664,0,3.6449,10.7983,12.0485,18.2345,0.9323,20.2269,5.6323,2.2144,0,2.5093,6.1688,2.7879,1.0619,4.7614,5.6236,5.8536,2.1376,0.9298,3.2846,3.1547,203.051,1321.745,3204.3345,691.22,5932.151,8.2589,2.2892,11.2968,7.5161,33.7598,11.997,23.814,17.285,1.325,0.72,0.4373,0.528,54.5619,4.5399,1.7811,0,0.0864,375.625,375.625,375.625,0,9.465,0,0,0,24.6536,10426.892,0.8514,2.8251,30.8826,0.0151,0,0,0,3.9721,0,251.6889,0,9.075,0,0,207.2094,207.2094,94.9394,59.7309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4204,0,0.6912,0.1948,0,24.6925,0.0293,24.6925,91.8213,59.3558,0.361,0,2.4768,3.0849,0,0.0002,0,0,0,0.0004,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asian ,Thai ,Thai,5 minutes,10 minutes,"['peanut butter', 'soy sauce', 'lime juice', 'fish sauce', 'pepper sauce', 'ginger root', 'sesame oil', 'white sugar']",3.838782886,"['peanut butter', 1.74225, 'soy sauce', 0.44241873224999995, 'lime juice', 0.27335, 'fish sauce', 0.0852, 'pepper sauce', 0.7845500000000001, 'ginger root', 0.2512512466275, 'sesame oil', 0.23812920750000002, 'white sugar', 0.0216337]",,,10,9,9,8,1
3399,recipe,['side'],Thai Sweet and Sour Peanut Sauce,1352.7545,5660.369,14.0765,105.4143,6.3597,0,99.33,19.35,14.19,77.85,66.1937,0.6105,0,6.3775,0,0,57.4769,183.8679,45.7512,0,1.7294,4.9461,5.4954,20.5615,0.4885,9.4622,2.5858,1.0597,0,1.3197,2.9256,1.4475,0.5165,2.2583,2.5253,2.5979,1.1647,0.4467,1.5953,1.6047,171.3815,659.451,1569.6155,322.844,4154.8055,5.5173,1.2336,5.3749,3.7288,14.7073,3.999,15.1388,0,0,0,0.3913,0.2977,23.5324,2.3491,0.7832,0,0,215.755,215.755,215.755,0,0,0,0,0,11.2935,5660.369,0.2838,0.9417,10.2942,0,0,0,0,1.869,0,111.2527,0,0,0,0,91.7666,91.7666,42.3759,27.5757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4307,0,0.2296,0.0736,0,10.5354,0.0213,10.5354,41.0711,27.4195,0.1472,0,0.8256,1.2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asian ,Thai ,Thai,10 minutes,10 minutes,"['cornstarch', 'water', 'soy sauce', 'peanut butter', 'brown sugar', 'white vinegar', 'sesame oil', 'water', 'peanut', 'mint leaf']",2.015941535,"['cornstarch', 0.178002789198, 'water', 0.0, 'soy sauce', 0.5192708125, 'peanut butter', 0.58075, 'brown sugar', 0.17263124999999999, 'white vinegar', 0.008741875, 'sesame oil', 0.1341573, 'water', 0.0, 'peanut', 0.2484375, 'mint leaf', 0.17395000869750002]",,,14,9,9,10,1
3408,recipe,['side'],Mango Coconut Rice Pudding,1427.474,5966.936,14.58,204.2705,134.1435,0,0,0,0,2.4,56.9256,7.722,0,3.3165,0,0,37.8711,321.832,20.798,0,1.2727,2.0673,2.0244,0,0.2856,4.4093,1.0387,0.5322,0,0.8855,1.7059,0.9119,0.4476,1.0815,0.9641,1.1014,0.7888,0.2731,0.7481,1.265,73.452,838.45,1371.404,319.9,47.152,6.5991,1.3821,5.6995,7.5814,47.6562,0,4.563,1785.3,89.1,0,1.1094,0.2433,14.9417,2.7344,1.1579,0,0,151.9,151.9,151.9,0,66.78,0,0,0,2.955,5966.936,0.0905,0,0.368,0.8635,0.183,0.111,2.479,8.28,0,72.715,14.85,1056,37.95,4.95,63.763,63.763,4.6145,2.5935,0.0037,0.0074,0,0,0,1.9221,0,0,1.789,0.0018,0,0,0,0,0,0,0.0314,0,51.9812,3.2162,25.3933,10.0752,0,5.8202,0.118,5.8202,4.4795,2.4485,0.1433,0,0.0278,0.0203,0,0,0,0,0,0,0,0.3264,4.0117,0.0018,0,0.0018,0,0,0,0.0592,0,0,0,0,0,0,0,0,0,Asian ,Thai ,Thai,20 minutes,20 minutes,"['rice', 'coconut milk', 'white sugar', 'salt', 'mango']",2.639578761,"['rice', 0.45060483876374996, 'coconut milk', 1.175, 'white sugar', 0.0432674, 'salt', 0.0007065217388125, 'mango', 0.97]",,,7,0,4,5,1
3445,recipe,['side'],Savory Sweet Soy Glaze,237.3375,993.825,2.55,33.3706,0,0,0,0,0,0,18.7386,0.1998,0,1.1992,0,0,17.3396,227.0318,25.9678,0,0.9371,1.4758,2.2918,95.0055,0.3761,5.0331,0.9467,0.5546,0,1.0136,1.7117,1.2144,0.3092,1.1252,1.5714,1.2368,0.8638,0.306,0.7777,1.0583,120.1275,529.845,1410.5025,237.495,17513.9775,4.7497,0.1456,2.7785,3.2564,1.8098,0,48.5629,0,0,0,0.1052,0.5259,7.0196,0.9705,0.4792,0,0,44.805,44.805,44.805,0,0,0,0,0,0,993.825,0,0,0,0,0,0,0,0,0,58.7452,0,0,0,0,1.8169,1.8169,0.2805,0.8383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2327,0,0,0,0,0.1849,0,0.1849,0.255,0.7459,0.0924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asian ,Southeast Asian ,Indonesian,15 minutes,5 minutes,"['soy sauce', 'brown sugar']",2.694408613,"['soy sauce', 2.5963540625, 'brown sugar', 0.09805455]",,,2,0,0,0,1
